Path Token Count,Average Domain Token,Entropy URL,Charcomp Vowels,Charcomp Ace,Path Url Ratio,Domain URL Ratio,Symbol Count URL,URL Type
9,6.3333335,0.702830635,25,15,0.8744395,0.09417041,12,Defacement
18,6.3333335,0.637703774,39,23,0.825,0.13125,22,Defacement
9,6.3333335,0.693823937,21,17,0.8808511,0.089361705,12,Defacement
17,6.3333335,0.642522836,37,20,0.8181818,0.13636364,22,Defacement
9,6.3333335,0.701105605,22,14,0.876652,0.09251101,12,Defacement
18,6.3333335,0.61850125,45,24,0.8352941,0.12352941,22,Defacement
9,6.3333335,0.683285818,19,13,0.88663965,0.085020244,12,Defacement
19,6.3333335,0.630627087,43,24,0.84,0.12,22,Defacement
9,6.3333335,0.68547051,21,18,0.8901961,0.08235294,12,Defacement
17,6.3333335,0.652104013,39,22,0.8227848,0.1329114,22,Defacement
9,6.3333335,0.705677342,20,12,0.8787879,0.09090909,12,Defacement
18,6.3333335,0.636641161,42,24,0.83233535,0.1257485,22,Defacement
9,6.3333335,0.698587041,20,15,0.8847737,0.086419754,12,Defacement
16,6.3333335,0.637097416,37,18,0.8169935,0.13725491,22,Defacement
9,6.3333335,0.695984061,21,20,0.876652,0.09251101,12,Defacement
16,6.3333335,0.632317281,43,21,0.8313253,0.12650603,22,Defacement
9,6.3333335,0.690870945,24,17,0.8847737,0.086419754,12,Defacement
16,6.3333335,0.6387657,36,19,0.81333333,0.14,22,Defacement
9,6.3333335,0.698039939,20,15,0.8744395,0.09417041,12,Defacement
17,6.3333335,0.625611338,43,26,0.83431953,0.12426036,22,Defacement
3,6.3333335,0.758492599,0,0,0.1764706,0.61764705,5,Defacement
3,6.6666665,0.780620534,0,0,0.17142858,0.62857145,5,Defacement
3,7.3333335,0.771392408,2,1,0.26190478,0.5714286,5,Defacement
4,7.3333335,0.777369015,2,1,0.31111112,0.53333336,6,Defacement
10,7.3333335,0.702109646,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.702726934,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.709304348,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.709304348,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.709304348,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.702726934,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.701485632,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.702726934,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.702726934,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.702726934,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.702109646,17,9,0.6630435,0.26086956,14,Defacement
11,7.3333335,0.696022913,21,10,0.7075472,0.2264151,16,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
10,7.3333335,0.706015641,17,9,0.6666667,0.2580645,14,Defacement
4,7.3333335,0.772997827,2,1,0.29545453,0.54545456,6,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.698777244,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.698777244,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
10,7.3333335,0.705442048,17,9,0.6630435,0.26086956,14,Defacement
3,7.3333335,0.766678195,0,1,0.18421052,0.6315789,5,Defacement
3,4,0.751624597,2,1,0.2972973,0.5135135,6,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
8,4,0.749042638,14,7,0.6388889,0.2638889,12,Defacement
10,4,0.704764944,21,10,0.73195875,0.19587629,16,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700115452,17,9,0.686747,0.22891566,14,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
15,4,0.708034787,19,11,0.7699115,0.16814159,17,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.700761715,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.697037005,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
10,4,0.68939723,22,12,0.7373737,0.1919192,17,Defacement
9,4,0.704486424,17,9,0.6904762,0.22619048,14,Defacement
15,4,0.706543831,20,13,0.7777778,0.16239317,18,Defacement
15,4,0.709156148,20,13,0.7777778,0.16239317,18,Defacement
13,4,0.704299992,21,13,0.754717,0.17924528,18,Defacement
15,4,0.712583338,20,13,0.7777778,0.16239317,18,Defacement
15,4,0.711034369,20,13,0.7777778,0.16239317,18,Defacement
15,4,0.708546289,20,13,0.7777778,0.16239317,18,Defacement
12,4,0.684014552,25,17,0.7657658,0.17117117,18,Defacement
10,4,0.689529494,21,15,0.74509805,0.18627451,18,Defacement
11,4,0.684092819,24,11,0.76363635,0.17272727,18,Defacement
10,4,0.682122403,20,11,0.7346939,0.19387755,17,Defacement
3,4,0.730503653,0,0,0.1875,0.59375,6,Defacement
3,4.6666665,0.793179946,2,1,0.32352942,0.47058824,5,Defacement
10,4.6666665,0.71333537,18,10,0.74157304,0.17977528,15,Defacement
10,4.6666665,0.709865198,18,10,0.74157304,0.17977528,15,Defacement
10,4.6666665,0.71333537,18,10,0.74157304,0.17977528,15,Defacement
10,4.6666665,0.71333537,18,10,0.74157304,0.17977528,15,Defacement
10,4.6666665,0.706616187,17,11,0.7386364,0.18181819,15,Defacement
3,4.6666665,0.797107883,2,1,0.3030303,0.4848485,5,Defacement
5,4.6666665,0.791611972,3,2,0.4390244,0.3902439,7,Defacement
6,4.6666665,0.767865702,9,5,0.5740741,0.2962963,5,Defacement
8,4.6666665,0.747666469,7,4,0.5660377,0.3018868,8,Defacement
13,4.6666665,0.699682135,27,15,0.8,0.13913043,16,Defacement
11,4.6666665,0.691429919,24,12,0.77884614,0.15384616,16,Defacement
10,4.6666665,0.701629588,21,12,0.7653061,0.1632653,16,Defacement
14,4.6666665,0.663877027,31,17,0.81889766,0.12598425,16,Defacement
13,4.6666665,0.699682135,27,15,0.8,0.13913043,16,Defacement
11,4.6666665,0.691429919,24,12,0.77884614,0.15384616,16,Defacement
10,4.6666665,0.701629588,21,12,0.7653061,0.1632653,16,Defacement
14,4.6666665,0.663877027,31,17,0.81889766,0.12598425,16,Defacement
3,4.6666665,0.797737237,0,1,0.23333333,0.53333336,5,Defacement
3,7.3333335,0.747064256,2,1,0.26190478,0.5714286,5,Defacement
4,7.3333335,0.736230579,3,2,0.32608697,0.5217391,6,Defacement
12,7.3333335,0.674496646,24,13,0.7304348,0.20869565,18,Defacement
12,7.3333335,0.677037196,24,13,0.7304348,0.20869565,18,Defacement
11,7.3333335,0.683160936,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.679956674,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.679956674,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.682860656,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.682860656,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.678860584,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.679956674,20,12,0.69902915,0.23300971,16,Defacement
11,7.3333335,0.668861813,20,11,0.69,0.24,16,Defacement
11,7.3333335,0.679379761,20,12,0.6960784,0.23529412,16,Defacement
11,7.3333335,0.67110993,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.679379761,20,12,0.6960784,0.23529412,16,Defacement
11,7.3333335,0.678180611,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.679379761,20,12,0.6960784,0.23529412,16,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
11,7.3333335,0.672232473,20,12,0.6930693,0.23762377,16,Defacement
12,7.3333335,0.673603412,24,13,0.7280702,0.21052632,18,Defacement
11,7.3333335,0.675206542,20,12,0.6930693,0.23762377,16,Defacement
3,7.3333335,0.75416792,0,0,0.16216215,0.6486486,5,Defacement
3,6,0.756148397,2,1,0.28947368,0.5263158,5,Defacement
4,6,0.763842348,3,2,0.34146342,0.4878049,6,Defacement
12,6,0.697363393,23,19,0.7631579,0.1754386,18,Defacement
10,6,0.6954981,18,9,0.6896552,0.22988506,14,Defacement
10,6,0.717709514,18,10,0.7,0.22222222,14,Defacement
10,6,0.71428642,18,10,0.7,0.22222222,14,Defacement
10,6,0.721132608,18,10,0.7,0.22222222,14,Defacement
10,6,0.721132608,18,10,0.7,0.22222222,14,Defacement
10,6,0.717709514,18,10,0.7,0.22222222,14,Defacement
10,6,0.716843628,18,10,0.7032967,0.21978022,14,Defacement
10,6,0.724872693,18,10,0.7032967,0.21978022,14,Defacement
10,6,0.712994395,18,10,0.7,0.22222222,14,Defacement
10,6,0.718118325,18,10,0.7032967,0.21978022,14,Defacement
10,6,0.709937801,18,10,0.6966292,0.2247191,14,Defacement
10,6,0.709937801,18,10,0.6966292,0.2247191,14,Defacement
10,6,0.713407973,18,10,0.6966292,0.2247191,14,Defacement
10,6,0.709937801,18,10,0.6966292,0.2247191,14,Defacement
9,6,0.712186887,17,9,0.6785714,0.23809524,12,Defacement
11,6,0.691437575,20,15,0.72164947,0.20618556,14,Defacement
19,6,0.634306316,49,36,0.84210527,0.116959065,18,Defacement
25,6,0.61966146,49,34,0.85561496,0.10695187,18,Defacement
14,6,0.672149343,35,23,0.8057554,0.1438849,18,Defacement
18,6,0.657816168,37,26,0.8235294,0.13071896,18,Defacement
22,6,0.639619043,45,30,0.84023666,0.1183432,18,Defacement
22,6,0.622050139,54,35,0.859375,0.104166664,18,Defacement
23,6,0.646323107,43,29,0.83435583,0.12269939,18,Defacement
15,6,0.668650454,34,21,0.8125,0.1388889,18,Defacement
14,6,0.683523985,28,18,0.79389316,0.15267175,18,Defacement
11,6,0.708117545,20,12,0.73,0.2,16,Defacement
11,6,0.706981326,20,12,0.73,0.2,16,Defacement
10,6,0.717710403,18,10,0.7032967,0.21978022,14,Defacement
11,6,0.705682409,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.704559865,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.708656478,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.707533934,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.696076345,20,12,0.73,0.2,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.708117545,20,12,0.73,0.2,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.705107245,20,12,0.73,0.2,16,Defacement
11,6,0.699086645,20,12,0.73,0.2,16,Defacement
11,6,0.708117545,20,12,0.73,0.2,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.705107245,20,12,0.73,0.2,16,Defacement
11,6,0.70270834,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.699086645,20,12,0.73,0.2,16,Defacement
11,6,0.703971026,20,12,0.73,0.2,16,Defacement
11,6,0.70270834,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.700314749,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.705682409,20,12,0.7326733,0.1980198,16,Defacement
11,6,0.70270834,20,12,0.7326733,0.1980198,16,Defacement
13,6,0.689585881,29,18,0.77868855,0.16393442,17,Defacement
11,6,0.697140638,27,16,0.76106197,0.17699115,17,Defacement
11,6,0.69359594,27,14,0.76521736,0.17391305,17,Defacement
12,6,0.684706575,31,18,0.77868855,0.16393442,17,Defacement
11,6,0.690081191,29,16,0.7692308,0.17094018,17,Defacement
13,6,0.686109578,32,17,0.7890625,0.15625,17,Defacement
12,6,0.685832424,30,17,0.7768595,0.16528925,17,Defacement
13,6,0.697020892,30,17,0.775,0.16666667,17,Defacement
13,6,0.695105278,30,17,0.77868855,0.16393442,17,Defacement
14,6,0.671059587,40,20,0.82,0.13333334,19,Defacement
15,6,0.670834417,35,20,0.8043478,0.14492753,17,Defacement
11,6,0.702703426,27,15,0.76521736,0.17391305,17,Defacement
8,6,0.7240865,13,7,0.5970149,0.29850745,10,Defacement
8,6,0.728818629,13,6,0.60294116,0.29411766,10,Defacement
9,6,0.733230207,16,8,0.6666667,0.24691358,12,Defacement
16,6,0.647690863,42,30,0.82580644,0.12903225,18,Defacement
19,6,0.656340045,39,25,0.8301887,0.12578617,18,Defacement
19,6,0.63036816,46,30,0.8363636,0.121212125,18,Defacement
15,6,0.648648493,40,28,0.82580644,0.12903225,18,Defacement
11,6,0.696870539,21,11,0.7378641,0.19417475,16,Defacement
11,6,0.700409794,21,11,0.74038464,0.1923077,16,Defacement
11,6,0.700409794,21,11,0.74038464,0.1923077,16,Defacement
11,6,0.700409794,21,11,0.74038464,0.1923077,16,Defacement
19,6,0.628747123,50,32,0.8483146,0.11235955,18,Defacement
22,6,0.634871238,48,31,0.8457143,0.114285715,18,Defacement
22,6,0.628095108,49,33,0.8457143,0.114285715,18,Defacement
19,6,0.62959977,47,28,0.84117645,0.11764706,18,Defacement
18,6,0.659570175,41,25,0.8269231,0.12820514,18,Defacement
11,6,0.696870539,21,11,0.7378641,0.19417475,16,Defacement
11,6,0.696456426,21,11,0.74038464,0.1923077,16,Defacement
11,6,0.696456426,21,11,0.74038464,0.1923077,16,Defacement
11,6,0.700409794,21,11,0.74038464,0.1923077,16,Defacement
3,6,0.732500385,0,0,0.18181819,0.6060606,5,Defacement
3,7.3333335,0.768059238,2,1,0.26190478,0.5714286,5,Defacement
9,7.3333335,0.71492823,10,6,0.58666664,0.32,7,Defacement
9,7.3333335,0.71492823,10,6,0.58666664,0.32,7,Defacement
9,7.3333335,0.71492823,10,6,0.58666664,0.32,7,Defacement
6,7.3333335,0.700208627,9,7,0.5,0.38709676,6,Defacement
5,7.3333335,0.72207323,6,5,0.45614034,0.42105263,6,Defacement
4,7.3333335,0.719943308,6,6,0.41509435,0.4528302,6,Defacement
5,7.3333335,0.748943056,6,2,0.39215687,0.47058824,6,Defacement
5,7.3333335,0.73722085,5,4,0.41509435,0.4528302,6,Defacement
5,7.3333335,0.736932786,6,3,0.43636364,0.43636364,6,Defacement
8,7.3333335,0.675920686,13,9,0.58666664,0.32,7,Defacement
12,7.3333335,0.701220687,13,9,0.67021275,0.25531915,8,Defacement
12,7.3333335,0.701554438,13,9,0.6666667,0.2580645,8,Defacement
14,7.3333335,0.65999878,19,12,0.7280702,0.21052632,8,Defacement
14,7.3333335,0.679676372,16,10,0.7047619,0.22857143,8,Defacement
14,7.3333335,0.679676372,16,10,0.7047619,0.22857143,8,Defacement
15,7.3333335,0.674045053,19,10,0.7181818,0.21818182,8,Defacement
15,7.3333335,0.675057035,19,10,0.7181818,0.21818182,8,Defacement
15,7.3333335,0.677738181,19,10,0.7181818,0.21818182,8,Defacement
14,7.3333335,0.677384682,15,11,0.7019231,0.23076923,8,Defacement
14,7.3333335,0.680958484,15,11,0.69902915,0.23300971,8,Defacement
15,7.3333335,0.670858329,19,10,0.7207207,0.21621622,8,Defacement
16,7.3333335,0.66922458,19,10,0.7256637,0.21238938,8,Defacement
15,7.3333335,0.677738181,19,10,0.7181818,0.21818182,8,Defacement
14,7.3333335,0.674514607,15,11,0.7019231,0.23076923,8,Defacement
14,7.3333335,0.662913453,20,14,0.7181818,0.21818182,8,Defacement
15,7.3333335,0.660000096,20,14,0.72321427,0.21428572,8,Defacement
15,7.3333335,0.674511153,19,10,0.7207207,0.21621622,8,Defacement
15,7.3333335,0.674511153,19,10,0.7207207,0.21621622,8,Defacement
16,7.3333335,0.67181969,19,10,0.7256637,0.21238938,8,Defacement
15,7.3333335,0.673510215,19,10,0.7207207,0.21621622,8,Defacement
15,7.3333335,0.679777112,15,12,0.7019231,0.23076923,8,Defacement
14,7.3333335,0.666606581,20,14,0.7181818,0.21818182,8,Defacement
16,7.3333335,0.678948737,18,12,0.7155963,0.22018349,8,Defacement
14,7.3333335,0.662913453,20,14,0.7181818,0.21818182,8,Defacement
15,7.3333335,0.663715893,19,12,0.7256637,0.21238938,8,Defacement
15,7.3333335,0.668452163,20,12,0.73275864,0.20689656,8,Defacement
15,7.3333335,0.683303611,16,11,0.71028036,0.22429906,8,Defacement
15,7.3333335,0.68198181,17,12,0.7181818,0.21818182,8,Defacement
15,7.3333335,0.676821488,16,11,0.712963,0.22222222,8,Defacement
15,7.3333335,0.670687715,15,11,0.7075472,0.2264151,8,Defacement
16,7.3333335,0.667199443,15,11,0.712963,0.22222222,8,Defacement
16,7.3333335,0.668245072,19,10,0.7256637,0.21238938,8,Defacement
15,7.3333335,0.648112198,24,16,0.7394958,0.20168068,8,Defacement
3,7.3333335,0.762065237,4,1,0.24390244,0.58536583,4,Defacement
3,6.3333335,0.801002215,2,1,0.2820513,0.53846157,5,Defacement
3,6.3333335,0.79676526,2,1,0.2631579,0.55263156,5,Defacement
3,6.3333335,0.80493208,0,1,0.2,0.6,5,Defacement
3,13,0.749227862,2,1,0.24444444,0.6,4,Defacement
9,13,0.686576626,17,9,0.62222224,0.3,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
10,13,0.680490279,19,10,0.6494845,0.2783505,13,Defacement
10,13,0.679592863,19,10,0.6458333,0.28125,13,Defacement
10,13,0.687363976,21,10,0.6761905,0.25714287,14,Defacement
10,13,0.687363976,21,10,0.6761905,0.25714287,14,Defacement
10,13,0.679970931,21,10,0.6699029,0.26213592,14,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.695592584,17,9,0.6344086,0.29032257,12,Defacement
9,13,0.677488237,16,10,0.62222224,0.3,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.695592584,17,9,0.6344086,0.29032257,12,Defacement
9,13,0.687773868,17,9,0.6344086,0.29032257,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
10,13,0.690200873,21,10,0.6761905,0.25714287,14,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.692303877,17,9,0.6344086,0.29032257,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.690780167,17,9,0.62637365,0.2967033,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.686957908,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.694880506,17,9,0.6304348,0.29347825,12,Defacement
9,13,0.691548104,17,9,0.6304348,0.29347825,12,Defacement
12,13,0.653315746,31,17,0.73846155,0.20769231,16,Defacement
12,13,0.652241074,32,17,0.7443609,0.20300752,16,Defacement
13,13,0.638534066,37,19,0.7638889,0.1875,16,Defacement
13,13,0.643945373,36,21,0.7605634,0.19014084,16,Defacement
12,13,0.657298154,31,15,0.7364341,0.20930232,16,Defacement
11,13,0.634812219,32,17,0.7536232,0.19565217,16,Defacement
11,13,0.635689957,33,21,0.75714284,0.19285715,16,Defacement
10,13,0.65458386,28,16,0.73015875,0.21428572,16,Defacement
11,13,0.650249439,30,19,0.740458,0.20610687,16,Defacement
12,13,0.647454558,31,18,0.7443609,0.20300752,16,Defacement
15,13,0.631950249,35,22,0.75886524,0.19148937,16,Defacement
10,13,0.651102635,28,15,0.71900827,0.2231405,16,Defacement
3,13,0.736072724,0,1,0.17073171,0.6585366,4,Defacement
3,4,0.793647294,2,1,0.2972973,0.5135135,6,Defacement
9,4,0.722032399,15,6,0.68292683,0.23170732,12,Defacement
9,4,0.721764051,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.725769868,17,9,0.69411767,0.22352941,14,Defacement
9,4,0.718039342,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.718039342,17,9,0.6904762,0.22619048,14,Defacement
9,4,0.718039342,17,9,0.6904762,0.22619048,14,Defacement
7,4,0.747473435,11,5,0.5873016,0.3015873,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
7,4,0.747152125,11,5,0.59375,0.296875,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
9,4,0.706497965,16,10,0.686747,0.22891566,14,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
7,4,0.752360459,11,5,0.59375,0.296875,10,Defacement
9,4,0.713554296,16,10,0.69411767,0.22352941,14,Defacement
7,4,0.763578806,13,5,0.6231884,0.2753623,10,Defacement
8,4,0.71373147,16,8,0.6708861,0.24050634,12,Defacement
21,4,0.635477911,51,31,0.8479532,0.11111111,18,Defacement
22,4,0.616970354,55,33,0.85227275,0.10795455,18,Defacement
19,4,0.641804464,45,26,0.836478,0.11949685,18,Defacement
19,4,0.634470745,43,28,0.8333333,0.12179487,18,Defacement
13,4,0.670388661,32,16,0.7936508,0.15079366,18,Defacement
14,4,0.662261588,33,22,0.80597013,0.14179105,18,Defacement
13,4,0.670126355,31,18,0.792,0.152,18,Defacement
9,4,0.718538193,19,9,0.71428573,0.20879121,14,Defacement
10,4,0.715468005,21,10,0.73195875,0.19587629,16,Defacement
10,4,0.715468005,21,10,0.73195875,0.19587629,16,Defacement
9,4,0.718039342,17,9,0.6904762,0.22619048,14,Defacement
3,4,0.778063906,0,0,0.1875,0.59375,6,Defacement
3,5.3333335,0.792447073,2,1,0.30555555,0.5,5,Defacement
3,5.3333335,0.789586646,2,1,0.2857143,0.51428574,5,Defacement
7,5.3333335,0.748361483,11,6,0.609375,0.28125,9,Defacement
7,5.3333335,0.764368604,11,4,0.61538464,0.2769231,9,Defacement
9,5.3333335,0.728453346,14,4,0.6753247,0.23376623,13,Defacement
8,5.3333335,0.74301149,15,10,0.6666667,0.24,11,Defacement
10,5.3333335,0.704985672,21,10,0.7368421,0.18947369,15,Defacement
9,5.3333335,0.718733585,17,9,0.6987952,0.21686748,13,Defacement
9,5.3333335,0.71106711,17,8,0.69512194,0.2195122,13,Defacement
9,5.3333335,0.715331255,17,8,0.6987952,0.21686748,13,Defacement
9,5.3333335,0.71106711,17,8,0.69512194,0.2195122,13,Defacement
9,5.3333335,0.727007795,17,9,0.70238096,0.21428572,13,Defacement
9,5.3333335,0.71106711,17,8,0.69512194,0.2195122,13,Defacement
9,5.3333335,0.717044576,18,12,0.7093023,0.20930232,13,Defacement
8,5.3333335,0.733632923,18,9,0.69135803,0.22222222,11,Defacement
8,5.3333335,0.713142857,19,9,0.70238096,0.21428572,11,Defacement
8,5.3333335,0.714709617,15,8,0.6753247,0.23376623,11,Defacement
9,5.3333335,0.711173981,17,9,0.6987952,0.21686748,13,Defacement
9,5.3333335,0.715331255,17,8,0.6987952,0.21686748,13,Defacement
7,5.3333335,0.744878194,12,6,0.5967742,0.29032257,9,Defacement
7,5.3333335,0.747738634,12,5,0.6031746,0.2857143,9,Defacement
7,5.3333335,0.741896657,13,6,0.61538464,0.2769231,9,Defacement
4,5.3333335,0.737127216,7,3,0.5,0.36,6,Defacement
12,5.3333335,0.659171838,30,22,0.7933884,0.14876033,17,Defacement
12,5.3333335,0.676759901,28,17,0.8031496,0.14173229,17,Defacement
14,5.3333335,0.675698875,29,17,0.8076923,0.13846155,17,Defacement
14,5.3333335,0.673766382,32,20,0.8134328,0.13432837,17,Defacement
16,5.3333335,0.680839657,27,16,0.7983871,0.14516129,17,Defacement
12,5.3333335,0.677452863,28,15,0.789916,0.15126051,17,Defacement
10,5.3333335,0.68473585,27,16,0.7863248,0.15384616,17,Defacement
10,5.3333335,0.676289939,26,15,0.77272725,0.16363636,17,Defacement
10,5.3333335,0.689798623,23,15,0.7619048,0.17142858,17,Defacement
12,5.3333335,0.690213745,24,13,0.7747748,0.16216215,17,Defacement
12,5.3333335,0.685733053,22,14,0.7747748,0.16216215,15,Defacement
12,5.3333335,0.676850908,25,15,0.7844828,0.15517241,15,Defacement
11,5.3333335,0.689355879,22,14,0.7685185,0.16666667,15,Defacement
5,5.3333335,0.740769604,8,4,0.50980395,0.3529412,7,Defacement
9,5.3333335,0.735303399,18,9,0.71590906,0.20454545,12,Defacement
8,5.3333335,0.738410905,18,10,0.70238096,0.21428572,12,Defacement
